Index,Tickets Key,Resolution Date
1769,ZOOKEEPER-3421,2019-6
1770,ZOOKEEPER-3440,2019-6
1771,ZOOKEEPER-3370,2019-7
1772,ZOOKEEPER-3240,2019-7
1773,ZOOKEEPER-3439,2019-7
1774,ZOOKEEPER-2418,2019-7
1775,ZOOKEEPER-3243,2019-7
1776,ZOOKEEPER-2894,2019-7
1777,ZOOKEEPER-3441,2019-7
1778,ZOOKEEPER-3453,2019-7
1779,ZOOKEEPER-3398,2019-7
1780,ZOOKEEPER-3459,2019-7
1781,ZOOKEEPER-3443,2019-7
1782,ZOOKEEPER-2399,2019-7
1783,ZOOKEEPER-2563,2019-7
1784,ZOOKEEPER-3356,2019-7
1785,ZOOKEEPER-3463,2019-7
1786,ZOOKEEPER-1634,2019-7
1787,ZOOKEEPER-3437,2019-7
1788,ZOOKEEPER-3386,2019-7
1789,ZOOKEEPER-3457,2019-7
1790,ZOOKEEPER-3371,2019-7
1791,ZOOKEEPER-3468,2019-7
1792,ZOOKEEPER-3465,2019-7
1793,ZOOKEEPER-3359,2019-7
1794,ZOOKEEPER-3150,2019-7
1795,ZOOKEEPER-3430,2019-8
1796,ZOOKEEPER-3418,2019-8
1797,ZOOKEEPER-3455,2019-8
1798,ZOOKEEPER-3447,2019-8
1799,ZOOKEEPER-3479,2019-8
1800,ZOOKEEPER-3339,2019-8
1801,ZOOKEEPER-3474,2019-8
1802,ZOOKEEPER-3472,2019-8
1803,ZOOKEEPER-3395,2019-8
1804,ZOOKEEPER-3480,2019-8
1805,ZOOKEEPER-3373,2019-8
1806,ZOOKEEPER-3494,2019-8
1807,ZOOKEEPER-2891,2019-8
1808,ZOOKEEPER-3344,2019-8
1809,ZOOKEEPER-3498,2019-8
1810,ZOOKEEPER-3347,2019-8
1811,ZOOKEEPER-3320,2019-8
1812,ZOOKEEPER-3475,2019-8
1813,ZOOKEEPER-3510,2019-8
1814,ZOOKEEPER-3448,2019-8
1815,ZOOKEEPER-3518,2019-8
1816,ZOOKEEPER-3517,2019-8
1817,ZOOKEEPER-3431,2019-8
1818,ZOOKEEPER-3519,2019-8
1819,ZOOKEEPER-3522,2019-8
1820,ZOOKEEPER-3525,2019-8
1821,ZOOKEEPER-3056,2019-9
1822,ZOOKEEPER-3528,2019-9
1823,ZOOKEEPER-3492,2019-9
1824,ZOOKEEPER-3539,2019-9
1825,ZOOKEEPER-3491,2019-9
1826,ZOOKEEPER-3532,2019-9
1827,ZOOKEEPER-3484,2019-9
1828,ZOOKEEPER-3124,2019-9
1829,ZOOKEEPER-3495,2019-9
1830,ZOOKEEPER-3540,2019-9
1831,ZOOKEEPER-3145,2019-9
1832,ZOOKEEPER-3503,2019-9
1833,ZOOKEEPER-3545,2019-9
1834,ZOOKEEPER-3523,2019-9
1835,ZOOKEEPER-3542,2019-9
1836,ZOOKEEPER-3506,2019-9
1837,ZOOKEEPER-3501,2019-9
1838,ZOOKEEPER-3552,2019-9
1839,ZOOKEEPER-3529,2019-9
1840,ZOOKEEPER-3470,2019-9
1841,ZOOKEEPER-3496,2019-9
1842,ZOOKEEPER-3548,2019-9
1843,ZOOKEEPER-3559,2019-9
1844,ZOOKEEPER-2282,2019-9
1845,ZOOKEEPER-3537,2019-9
1846,ZOOKEEPER-1467,2019-10
1847,ZOOKEEPER-3563,2019-10
1848,ZOOKEEPER-3462,2019-10
1849,ZOOKEEPER-3531,2019-10
1850,ZOOKEEPER-3471,2019-10
1851,ZOOKEEPER-3400,2019-10
1852,ZOOKEEPER-3509,2019-10
1853,ZOOKEEPER-3436,2019-10
1854,ZOOKEEPER-3530,2019-10
1855,ZOOKEEPER-3593,2019-11
1856,ZOOKEEPER-3605,2019-11
1857,ZOOKEEPER-1416,2019-11
1858,ZOOKEEPER-1260,2019-11
1859,ZOOKEEPER-3340,2019-11
1860,ZOOKEEPER-2238,2019-11
1861,ZOOKEEPER-3571,2019-11
1862,ZOOKEEPER-3560,2019-11
1863,ZOOKEEPER-3502,2019-11
1864,ZOOKEEPER-3570,2019-11
1865,ZOOKEEPER-2122,2019-11
1866,ZOOKEEPER-3590,2019-11
1867,ZOOKEEPER-3473,2019-11
1868,ZOOKEEPER-3546,2019-11
1869,ZOOKEEPER-3620,2019-11
1870,ZOOKEEPER-3188,2019-11
1871,ZOOKEEPER-3633,2019-12
1872,ZOOKEEPER-3595,2019-12
1873,ZOOKEEPER-3641,2019-12
1874,ZOOKEEPER-3599,2019-12
1875,ZOOKEEPER-3630,2019-12
1876,ZOOKEEPER-3651,2019-12
1877,ZOOKEEPER-2307,2019-12
1878,ZOOKEEPER-3627,2019-12
1879,ZOOKEEPER-3606,2019-12
1880,ZOOKEEPER-3636,2019-12
1881,ZOOKEEPER-3653,2019-12
1882,ZOOKEEPER-3648,2019-12
1883,ZOOKEEPER-3512,2019-12
1884,ZOOKEEPER-3114,2019-12
1885,ZOOKEEPER-3582,2019-12
1886,ZOOKEEPER-3644,2020-1
1887,ZOOKEEPER-3668,2020-1
1888,ZOOKEEPER-3640,2020-1
1889,ZOOKEEPER-3638,2020-1
1890,ZOOKEEPER-3656,2020-1
1891,ZOOKEEPER-3681,2020-1
1892,ZOOKEEPER-3679,2020-1
1893,ZOOKEEPER-2083,2020-1
1894,ZOOKEEPER-3649,2020-1
1895,ZOOKEEPER-3411,2020-1
1896,ZOOKEEPER-3678,2020-1
1897,ZOOKEEPER-3694,2020-1
1898,ZOOKEEPER-3695,2020-1
1899,ZOOKEEPER-3677,2020-1
1900,ZOOKEEPER-3667,2020-1
1901,ZOOKEEPER-3613,2020-1
1902,ZOOKEEPER-3669,2020-1
1903,ZOOKEEPER-3663,2020-1
1904,ZOOKEEPER-3666,2020-1
1905,ZOOKEEPER-3482,2020-1
1906,ZOOKEEPER-1112,2020-1
1907,ZOOKEEPER-3699,2020-1
1908,ZOOKEEPER-3698,2020-1
1909,ZOOKEEPER-1936,2020-1
1910,ZOOKEEPER-3704,2020-1
1911,ZOOKEEPER-3575,2020-1
1912,ZOOKEEPER-3567,2020-1
1913,ZOOKEEPER-3710,2020-1
1914,ZOOKEEPER-3708,2020-2
1915,ZOOKEEPER-3716,2020-2
1916,ZOOKEEPER-3715,2020-2
1917,ZOOKEEPER-3703,2020-2
1918,ZOOKEEPER-1105,2020-2
1919,ZOOKEEPER-3719,2020-2
1920,ZOOKEEPER-3718,2020-2
1921,ZOOKEEPER-3712,2020-2
1922,ZOOKEEPER-3685,2020-2
1923,ZOOKEEPER-3686,2020-2
1924,ZOOKEEPER-3720,2020-2
1925,ZOOKEEPER-3674,2020-2
1926,ZOOKEEPER-3734,2020-2
1927,ZOOKEEPER-3733,2020-2
1928,ZOOKEEPER-3682,2020-2
1929,ZOOKEEPER-3741,2020-2
1930,ZOOKEEPER-3427,2020-2
1931,ZOOKEEPER-3737,2020-3
1932,ZOOKEEPER-3505,2020-3
1933,ZOOKEEPER-3706,2020-3
1934,ZOOKEEPER-3746,2020-3
1935,ZOOKEEPER-2164,2020-3
1936,ZOOKEEPER-3751,2020-3
1937,ZOOKEEPER-3748,2020-3
1938,ZOOKEEPER-3745,2020-3
1939,ZOOKEEPER-3758,2020-3
1940,ZOOKEEPER-3739,2020-3
1941,ZOOKEEPER-3763,2020-3
1942,ZOOKEEPER-3756,2020-3
1943,ZOOKEEPER-3683,2020-3
1944,ZOOKEEPER-3654,2020-3
1945,ZOOKEEPER-3760,2020-3
1946,ZOOKEEPER-3728,2020-3
1947,ZOOKEEPER-3767,2020-3
1948,ZOOKEEPER-3689,2020-3
1949,ZOOKEEPER-3755,2020-3
1950,ZOOKEEPER-3765,2020-3
1951,ZOOKEEPER-2836,2020-3
1952,ZOOKEEPER-3771,2020-3
1953,ZOOKEEPER-3581,2020-4
1954,ZOOKEEPER-3769,2020-4
1955,ZOOKEEPER-3780,2020-4
1956,ZOOKEEPER-3785,2020-4
1957,ZOOKEEPER-3782,2020-4
1958,ZOOKEEPER-3714,2020-4
1959,ZOOKEEPER-3786,2020-4
1960,ZOOKEEPER-3726,2020-4
1961,ZOOKEEPER-3793,2020-4
1962,ZOOKEEPER-3794,2020-4
1963,ZOOKEEPER-3635,2020-4
1964,ZOOKEEPER-3738,2020-4
1965,ZOOKEEPER-3579,2020-4
1966,ZOOKEEPER-3788,2020-4
1967,ZOOKEEPER-3797,2020-4
1968,ZOOKEEPER-3802,2020-4
1969,ZOOKEEPER-3790,2020-4
1970,ZOOKEEPER-3811,2020-4
1971,ZOOKEEPER-3810,2020-4
1972,ZOOKEEPER-3357,2020-4
1973,ZOOKEEPER-3355,2020-4
1974,ZOOKEEPER-3215,2020-4
1975,ZOOKEEPER-3574,2020-5
1976,ZOOKEEPER-3727,2020-5
1977,ZOOKEEPER-3817,2020-5
1978,ZOOKEEPER-3813,2020-5
1979,ZOOKEEPER-3791,2020-5
1980,ZOOKEEPER-3723,2020-5
1981,ZOOKEEPER-3772,2020-5
1982,ZOOKEEPER-3796,2020-5
1983,ZOOKEEPER-3805,2020-5
1984,ZOOKEEPER-3761,2020-5
1985,ZOOKEEPER-3818,2020-5
1986,ZOOKEEPER-3721,2020-5
1987,ZOOKEEPER-3690,2020-5
1988,ZOOKEEPER-837,2020-5
1989,ZOOKEEPER-1998,2020-5
1990,ZOOKEEPER-3834,2020-5
1991,ZOOKEEPER-3792,2020-5
1992,ZOOKEEPER-3832,2020-5
1993,ZOOKEEPER-3847,2020-5
1994,ZOOKEEPER-3846,2020-5
1995,ZOOKEEPER-3829,2020-6
1996,ZOOKEEPER-3845,2020-6
1997,ZOOKEEPER-3856,2020-6
1998,ZOOKEEPER-3857,2020-6
1999,ZOOKEEPER-3850,2020-6
2000,ZOOKEEPER-3865,2020-6
2001,ZOOKEEPER-3859,2020-6
2002,ZOOKEEPER-3803,2020-6
2003,ZOOKEEPER-3852,2020-6
2004,ZOOKEEPER-3878,2020-7
2005,ZOOKEEPER-3101,2020-7
2006,ZOOKEEPER-3896,2020-7
2007,ZOOKEEPER-3415,2020-7
2008,ZOOKEEPER-3112,2020-7
2009,ZOOKEEPER-3891,2020-7
2010,ZOOKEEPER-3876,2020-7
2011,ZOOKEEPER-3895,2020-7
2012,ZOOKEEPER-3885,2020-7
2013,ZOOKEEPER-3872,2020-8
2014,ZOOKEEPER-3855,2020-8
2015,ZOOKEEPER-3883,2020-8
2016,ZOOKEEPER-3854,2020-8
2017,ZOOKEEPER-3905,2020-8
2018,ZOOKEEPER-3862,2020-8
2019,ZOOKEEPER-3844,2020-8
2020,ZOOKEEPER-3831,2020-8
2021,ZOOKEEPER-3913,2020-8
2022,ZOOKEEPER-3893,2020-8
2023,ZOOKEEPER-3801,2020-8
2024,ZOOKEEPER-3925,2020-9
2025,ZOOKEEPER-3920,2020-9
2026,ZOOKEEPER-3924,2020-9
2027,ZOOKEEPER-3935,2020-9
2028,ZOOKEEPER-3863,2020-9
2029,ZOOKEEPER-3941,2020-9
2030,ZOOKEEPER-3937,2020-9
2031,ZOOKEEPER-3944,2020-9
2032,ZOOKEEPER-3841,2020-10
2033,ZOOKEEPER-3858,2020-10
2034,ZOOKEEPER-3798,2020-10
2035,ZOOKEEPER-3774,2020-10
2036,ZOOKEEPER-3953,2020-10
2037,ZOOKEEPER-3952,2020-10
2038,ZOOKEEPER-3950,2020-10
2039,ZOOKEEPER-3957,2020-10
2040,ZOOKEEPER-3956,2020-10
2041,ZOOKEEPER-3886,2020-10
2042,ZOOKEEPER-3960,2020-10
2043,ZOOKEEPER-3962,2020-10
2044,ZOOKEEPER-3954,2020-10
2045,ZOOKEEPER-3951,2020-10
2046,ZOOKEEPER-3808,2020-10
2047,ZOOKEEPER-3955,2020-10
2048,ZOOKEEPER-3948,2020-10
2049,ZOOKEEPER-3561,2020-10
2050,ZOOKEEPER-3722,2020-10
2051,ZOOKEEPER-3971,2020-10
2052,ZOOKEEPER-3983,2020-10
2053,ZOOKEEPER-3981,2020-10
2054,ZOOKEEPER-3969,2020-10
2055,ZOOKEEPER-3926,2020-10
2056,ZOOKEEPER-2649,2020-10
2057,ZOOKEEPER-3342,2020-10
2058,ZOOKEEPER-3958,2020-10
2059,ZOOKEEPER-3696,2020-11
2060,ZOOKEEPER-3662,2020-11
2061,ZOOKEEPER-3688,2020-11
2062,ZOOKEEPER-3980,2020-11
2063,ZOOKEEPER-3687,2020-11
2064,ZOOKEEPER-3833,2020-11
2065,ZOOKEEPER-3967,2020-11
2066,ZOOKEEPER-3992,2020-11
2067,ZOOKEEPER-3959,2020-11
2068,ZOOKEEPER-3836,2020-11
2069,ZOOKEEPER-3839,2020-11
2070,ZOOKEEPER-3911,2020-11
2071,ZOOKEEPER-3991,2020-11
2072,ZOOKEEPER-3979,2020-11
2073,ZOOKEEPER-3994,2020-11
2074,ZOOKEEPER-3691,2020-11
2075,ZOOKEEPER-4000,2020-11
2076,ZOOKEEPER-3978,2020-11
2077,ZOOKEEPER-3874,2020-11
2078,ZOOKEEPER-4011,2020-11
2079,ZOOKEEPER-3989,2020-11
2080,ZOOKEEPER-3642,2020-11
2081,ZOOKEEPER-4017,2020-11
2082,ZOOKEEPER-4023,2020-12
2083,ZOOKEEPER-4033,2020-12
2084,ZOOKEEPER-3919,2020-12
2085,ZOOKEEPER-4030,2021-1
2086,ZOOKEEPER-3671,2021-1
2087,ZOOKEEPER-3701,2021-1
2088,ZOOKEEPER-4045,2021-1
2089,ZOOKEEPER-3264,2021-1
2090,ZOOKEEPER-4055,2021-1
2091,ZOOKEEPER-4056,2021-1
2092,ZOOKEEPER-4048,2021-1
2093,ZOOKEEPER-3426,2021-1
2094,ZOOKEEPER-3973,2021-1
2095,ZOOKEEPER-4058,2021-1
2096,ZOOKEEPER-3301,2021-1
2097,ZOOKEEPER-4046,2021-1
2098,ZOOKEEPER-3942,2021-1
2099,ZOOKEEPER-3898,2021-1
2100,ZOOKEEPER-4190,2021-1
2101,ZOOKEEPER-4191,2021-1
2102,ZOOKEEPER-3943,2021-1
2103,ZOOKEEPER-4188,2021-1
2104,ZOOKEEPER-4186,2021-1
2105,ZOOKEEPER-4037,2021-1
2106,ZOOKEEPER-3730,2021-1
2107,ZOOKEEPER-3849,2021-1
2108,ZOOKEEPER-4001,2021-2
2109,ZOOKEEPER-4050,2021-2
2110,ZOOKEEPER-4007,2021-2
2111,ZOOKEEPER-4202,2021-2
2112,ZOOKEEPER-4207,2021-2
2113,ZOOKEEPER-2872,2021-2
2114,ZOOKEEPER-2310,2021-2
2115,ZOOKEEPER-3987,2021-2
2116,ZOOKEEPER-4209,2021-2
2117,ZOOKEEPER-4200,2021-2
2118,ZOOKEEPER-4201,2021-2
2119,ZOOKEEPER-4199,2021-2
2120,ZOOKEEPER-4222,2021-2
2121,ZOOKEEPER-4221,2021-2
2122,ZOOKEEPER-3922,2021-3
2123,ZOOKEEPER-3877,2021-3
2124,ZOOKEEPER-3781,2021-3
2125,ZOOKEEPER-4219,2021-3
2126,ZOOKEEPER-4220,2021-3
2127,ZOOKEEPER-4217,2021-3
2128,ZOOKEEPER-4214,2021-3
2129,ZOOKEEPER-4223,2021-3
2130,ZOOKEEPER-4224,2021-3
2131,ZOOKEEPER-4225,2021-3
2132,ZOOKEEPER-4232,2021-3
2133,ZOOKEEPER-4210,2021-3
2134,ZOOKEEPER-4233,2021-3
2135,ZOOKEEPER-4227,2021-3
2136,ZOOKEEPER-4230,2021-3
2137,ZOOKEEPER-1871,2021-3
2138,ZOOKEEPER-4231,2021-3
2139,ZOOKEEPER-4205,2021-3
2140,ZOOKEEPER-1780,2021-3
2141,ZOOKEEPER-4259,2021-3
2142,ZOOKEEPER-4251,2021-3
2143,ZOOKEEPER-3887,2021-3
2144,ZOOKEEPER-4194,2021-3
2145,ZOOKEEPER-3128,2021-3
2146,ZOOKEEPER-4257,2021-3
2147,ZOOKEEPER-4260,2021-3
2148,ZOOKEEPER-4270,2021-3
2149,ZOOKEEPER-4267,2021-3
2150,ZOOKEEPER-4272,2021-3
2151,ZOOKEEPER-4269,2021-3
2152,ZOOKEEPER-4266,2021-4
2153,ZOOKEEPER-3931,2021-4
2154,ZOOKEEPER-4277,2021-4
2155,ZOOKEEPER-4278,2021-4
2156,ZOOKEEPER-3764,2021-4
2157,ZOOKEEPER-4265,2021-4
2158,ZOOKEEPER-4247,2021-4
2159,ZOOKEEPER-4275,2021-4
2160,ZOOKEEPER-4281,2021-4
2161,ZOOKEEPER-4262,2021-4
2162,ZOOKEEPER-4280,2021-4
2163,ZOOKEEPER-4246,2021-5
2164,ZOOKEEPER-3970,2021-5
2165,ZOOKEEPER-4298,2021-5
2166,ZOOKEEPER-4300,2021-5
2167,ZOOKEEPER-3601,2021-5
2168,ZOOKEEPER-3907,2021-6
2169,ZOOKEEPER-3821,2021-6
2170,ZOOKEEPER-4312,2021-6
2171,ZOOKEEPER-4309,2021-6
2172,ZOOKEEPER-4208,2021-6
2173,ZOOKEEPER-4311,2021-6
2174,ZOOKEEPER-4326,2021-6
2175,ZOOKEEPER-4319,2021-6
2176,ZOOKEEPER-4284,2021-6
2177,ZOOKEEPER-4318,2021-6
2178,ZOOKEEPER-4316,2021-7
